"","SC102KM","SOC10M","from","to"
"234",1181,2218,0.773437926976343,0.778068855457464
"235",1181,2219,0.778068855457464,0.789706294929297
"236",1181,2231,0.789706294929297,0.919835020895653
"237",1181,2424,0.919835020895653,0.972086905512299
"238",1181,2429,0.972086905512299,0.982707799707789
"239",1181,4161,0.982707799707789,0.988923664372456
"240",1181,4216,0.988923664372456,1
"241",1182,2213,0,1
"242",1183,1241,0,1
"243",1184,1184,0,0.880928923881008
"244",1184,2318,0.880928923881008,0.893531931236589
"245",1184,2424,0.893531931236589,0.980963990214823
"246",1184,2442,0.980963990214823,0.992803052440867
"247",1184,2449,0.992803052440867,0.995115760647224
"248",1184,3219,0.995115760647224,1
"249",1185,1242,0,0.977811505107646
"250",1185,2424,0.977811505107646,0.983335632924006
"251",1185,6144,0.983335632924006,1
"252",1211,1115,0,0.0276566985100922
"253",1211,1211,0.0276566985100922,0.968440077153228
"254",1211,5111,0.968440077153228,1
"255",1212,1139,0,0.0194650389038799
"256",1212,2141,0.0194650389038799,0.225249534987294
"257",1212,2142,0.225249534987294,0.891331115244557
"258",1212,2424,0.891331115244557,1
"259",1219,1211,0,0.226740964226341
"260",1219,1213,0.226740964226341,0.874684440613263
"261",1219,5119,0.874684440613263,0.980573856289637
"262",1219,6139,0.980573856289637,1
"263",1221,1221,0,0.926544578846166
"264",1221,2424,0.926544578846166,0.937442790531948
"265",1221,4216,0.937442790531948,0.956904760442072
"266",1221,6240,0.956904760442072,1
"267",1222,1115,0,0.0125908572115096
"268",1222,1139,0.0125908572115096,0.0194509521235057
"269",1222,2424,0.0194509521235057,0.0330269718267556
"270",1222,3546,0.0330269718267556,1
"271",1223,1223,0,0.768346779208504
"272",1223,2424,0.768346779208504,0.771212284527432
"273",1223,3546,0.771212284527432,0.7723017735289
"274",1223,5434,0.7723017735289,0.802916911953701
"275",1223,5435,0.802916911953701,0.808102348951553
"276",1223,5436,0.808102348951553,0.996124603049574
"277",1223,9272,0.996124603049574,1
"278",1224,1224,0,0.739756686593077
"279",1224,5436,0.739756686593077,1
"280",1225,1115,0,0.00784436476770436
"281",1225,1225,0.00784436476770436,0.943149697418094
"282",1225,2424,0.943149697418094,0.99073283630224
"283",1225,3416,0.99073283630224,1
"284",1226,1226,0,0.751038609597134
"285",1226,2424,0.751038609597134,1
"286",1231,1115,0,0.00510817032125531
"287",1231,1251,0.00510817032125531,0.949903247402353
"288",1231,2424,0.949903247402353,0.976392366174191
"289",1231,2436,0.976392366174191,0.991425243715667
"290",1231,3234,0.991425243715667,0.992344164121752
"291",1231,6144,0.992344164121752,1
"292",1232,1252,0,0.895349203102629
"293",1232,5231,0.895349203102629,0.913474094935414
"294",1232,5250,0.913474094935414,1
"295",1233,1253,0,0.978215993610025
"296",1233,6222,0.978215993610025,1
"297",1234,1254,0,0.948539288943227
"298",1234,5431,0.948539288943227,0.954567306265617
"299",1234,7111,0.954567306265617,0.992826520902204
"300",1234,7121,0.992826520902204,0.999182943500444
"301",1234,7124,0.999182943500444,1
"302",1235,1115,0,0.0105085713508884
"303",1235,1255,0.0105085713508884,0.973857719653611
"304",1235,2424,0.973857719653611,1
"305",1239,1115,0,0.00905446857645345
"306",1239,1135,0.00905446857645345,0.00975815713725111
"307",1239,1139,0.00975815713725111,0.0645369729269951
"308",1239,1161,0.0645369729269951,0.0659186679843278
"309",1239,1190,0.0659186679843278,0.0687200675541018
"310",1239,1259,0.0687200675541018,0.760602069768923
"311",1239,2129,0.760602069768923,0.765122113079156
"312",1239,2134,0.765122113079156,0.768078632317077
"313",1239,2137,0.768078632317077,0.771482019473168
"314",1239,2317,0.771482019473168,0.77947941428457
"315",1239,2318,0.77947941428457,0.779911900246753
"316",1239,2319,0.779911900246753,0.851621360081032
"317",1239,2424,0.851621360081032,0.91458556339258
"318",1239,2436,0.91458556339258,0.915768992913805
"319",1239,2451,0.915768992913805,0.916698683640114
"320",1239,3239,0.916698683640114,0.918902204753853
"321",1239,3539,0.918902204753853,0.919427146147382
"322",1239,3567,0.919427146147382,0.9436104051397
"323",1239,4161,0.9436104051397,0.944998263892456
"324",1239,6132,0.944998263892456,0.945890972446227
"325",1239,6148,0.945890972446227,0.950634963356831
"326",1239,6240,0.950634963356831,0.987316142101943
"327",1239,8214,0.987316142101943,0.998176573437349
"328",1239,8232,0.998176573437349,1
"329",2111,2111,0,0.994273305532602
"330",2111,2142,0.994273305532602,1
"331",2112,2112,0,0.909373770609063
"332",2112,2141,0.909373770609063,0.931228886988695
"333",2112,2142,0.931228886988695,0.986594965064977
"334",2112,2219,0.986594965064977,1
"335",2113,2113,0,0.986148170829506
"336",2113,2142,0.986148170829506,1
"337",2121,2121,0,1
"338",2122,2122,0,0.978742034343533
"339",2122,2123,0.978742034343533,0.986553068471636
"340",2122,5223,0.986553068471636,1
"341",2123,2123,0,1
"342",2124,2124,0,1
"343",2125,2127,0,0.973229074380802
"344",2125,3119,0.973229074380802,1
"345",2126,2126,0,0.992250266072917
"346",2126,2127,0.992250266072917,0.997771519247542
"347",2126,2461,0.997771519247542,1
"348",2127,2127,0,0.901019843465887
"349",2127,2461,0.901019843465887,0.905605186180726
"350",2127,3116,0.905605186180726,0.978647850950009
"351",2127,3416,0.978647850950009,0.996435818378264
"352",2127,5441,0.996435818378264,1
"353",2128,2127,0,0.0952859866923058
"354",2128,2436,0.0952859866923058,0.111763711993821
"355",2128,2461,0.111763711993821,0.865378271608911
"356",2128,3116,0.865378271608911,1
"357",2129,2129,0,0.911280332810632
"358",2129,2136,0.911280332810632,0.921469436269771
"359",2129,2142,0.921469436269771,0.946809729412354
"360",2129,2219,0.946809729412354,0.965551808333154
"361",2129,2424,0.965551808333154,0.967288180496781
"362",2129,2462,0.967288180496781,0.988325134792602
"363",2129,3119,0.988325134792602,0.992080710874344
"364",2129,3219,0.992080710874344,0.994486570861885
"365",2129,5223,0.994486570861885,0.998138322628688
"366",2129,5236,0.998138322628688,1
"367",2131,2133,0,0.00208005728924424
"368",2131,2134,0.00208005728924424,0.00432068688032011
"369",2131,2135,0.00432068688032011,0.0883110746901139
"370",2131,2136,0.0883110746901139,0.148592131588079
"371",2131,2137,0.148592131588079,0.161565266180889
"372",2131,2139,0.161565266180889,0.992124574575683
"373",2131,7211,0.992124574575683,1
"374",2132,2133,0,0.00322844282525342
"375",2132,2134,0.00322844282525342,0.0098696560258167
"376",2132,2135,0.0098696560258167,0.192431863185587
"377",2132,2136,0.192431863185587,0.775067530295453
"378",2132,2137,0.775067530295453,0.82535032399633
"379",2132,2139,0.82535032399633,0.951102373623812
"380",2132,2316,0.951102373623812,0.951956243892456
"381",2132,2426,0.951956243892456,0.957980095335293
"382",2132,3131,0.957980095335293,0.958657092476861
"383",2132,3132,0.958657092476861,0.998510470753588
"384",2132,5245,0.998510470753588,1
"385",2211,2211,0,0.987306159176073
"386",2211,2219,0.987306159176073,0.992260067009275
"387",2211,2229,0.992260067009275,0.997811293375463
"388",2211,2231,0.997811293375463,0.998748371074001
"389",2211,2311,0.998748371074001,1
"390",2212,2212,0,1
"391",2213,2112,0,0.0178730536384259
"392",2213,2213,0.0178730536384259,0.995689468335653
"393",2213,2214,0.995689468335653,1
"394",2214,2214,0,1
"395",2215,2215,0,0.989124393102294
"396",2215,2311,0.989124393102294,1
"397",2216,2216,0,1
"398",2311,2119,0,0.00798762324402638
"399",2311,2311,0.00798762324402638,0.982266108800916
"400",2311,2317,0.982266108800916,1
"401",2312,2312,0,0.956731696447797
"402",2312,2317,0.956731696447797,0.993103809850149
"403",2312,2319,0.993103809850149,0.995816972903946
"404",2312,3414,0.995816972903946,1
"405",2313,2317,0,0.0172921747385305
"406",2313,2318,0.0172921747385305,1
"407",2314,2314,0,0.982615378249843
"408",2314,2317,0.982615378249843,0.998724645018084
"409",2314,6125,0.998724645018084,1
"410",2315,2315,0,0.908376841403677
"411",2315,2316,0.908376841403677,0.909095306861793
"412",2315,2317,0.909095306861793,0.998745820896057
"413",2315,2318,0.998745820896057,0.999402174627121
"414",2315,2319,0.999402174627121,1
"415",2316,2316,0,0.956962998761804
"416",2316,2317,0.956962998761804,0.982958053034285
"417",2316,2319,0.982958053034285,0.984866497105585
"418",2316,2449,0.984866497105585,0.986838438391827
"419",2316,3233,0.986838438391827,0.998490177333611
"420",2316,6125,0.998490177333611,1
"421",2317,1115,0,0.00588473142359491
"422",2317,2312,0.00588473142359491,0.00887686230599359
"423",2317,2317,0.00887686230599359,0.995091910049454
"424",2317,4159,0.995091910049454,0.998028055114926
"425",2317,4213,0.998028055114926,1
"426",2319,2317,0,0.00661411963597642
"427",2319,2319,0.00661411963597642,0.951970788095682
"428",2319,3414,0.951970788095682,0.997479224528778
"429",2319,6125,0.997479224528778,1
"430",2321,2112,0,0.0115069029189136
"431",2321,2119,0.0115069029189136,0.95962189857784
"432",2321,2142,0.95962189857784,0.965809457426905
"433",2321,2462,0.965809457426905,1
"434",2322,2112,0,0.0230202107915751
"435",2322,2114,0.0230202107915751,0.988421787471693
"436",2322,3412,0.988421787471693,1
"437",2329,1139,0,0.0136005229635372
"438",2329,2112,0.0136005229635372,0.0700678579899457
"439",2329,2113,0.0700678579899457,0.0738801696160499
"440",2329,2119,0.0738801696160499,0.484493321223411
"441",2329,2150,0.484493321223411,0.487258548776184
"442",2329,2426,0.487258548776184,0.989517589276934
"443",2329,3412,0.989517589276934,1
"444",2411,2412,0,0.129482415561428
"445",2411,2413,0.129482415561428,0.842265734353522
"446",2411,2419,0.842265734353522,1
"447",2419,2412,0,0.0163987562875905
"448",2419,2419,0.0163987562875905,0.949171058476092
"449",2419,3520,0.949171058476092,0.985606069700717
"450",2419,4159,0.985606069700717,1
"451",2421,2421,0,1
"452",2422,2421,0,0.995400635226953
"453",2422,4122,0.995400635226953,1
"454",2423,2134,0,0.00178254105445117
"455",2423,2135,0.00178254105445117,0.0371070008643042
"456",2423,2142,0.0371070008643042,0.0389683664649957
"457",2423,2423,0.0389683664649957,0.812997752808989
"458",2423,2424,0.812997752808989,0.826371650821089
"459",2423,2425,0.826371650821089,0.991430250648228
"460",2423,2462,0.991430250648228,0.994724286949006
"461",2423,3539,0.994724286949006,0.99921452031115
"462",2423,4161,0.99921452031115,1
"463",2431,2431,0,0.997368645331742
"464",2431,3121,0.997368645331742,1
"465",2432,2432,0,1
"466",2433,2433,0,1
"467",2434,2429,0,0.00241035433906217
"468",2434,2434,0.00241035433906217,1
"469",2441,2424,0,0.0770600155294207
"470",2441,2429,0.0770600155294207,1
"471",2442,2442,0,0.889454244656907
"472",2442,2443,0.889454244656907,0.893022718965816
"473",2442,2449,0.893022718965816,0.95675749764346
"474",2442,3233,0.95675749764346,0.972192832272089
"475",2442,3235,0.972192832272089,0.973207587095781
"476",2442,3239,0.973207587095781,0.996147779081623
"477",2442,6145,0.996147779081623,1
"478",2443,2443,0,1
"479",2444,2444,0,0.792419615982266
"480",2444,3239,0.792419615982266,1
"481",2451,2451,0,1
"482",2452,2452,0,1
"483",3111,2111,0,0.004631646356674
"484",3111,2112,0.004631646356674,0.0143379984883855
"485",3111,2129,0.0143379984883855,0.0162405477554759
"486",3111,2219,0.0162405477554759,0.020756775272072
"487",3111,2426,0.020756775272072,0.027856895531057
"488",3111,3111,0.027856895531057,0.995651315960936
"489",3111,3119,0.995651315960936,1
"490",3112,3112,0,0.977302226792306
"491",3112,3119,0.977302226792306,1
"492",3113,3113,0,0.99292964208277
"493",3113,3119,0.99292964208277,0.996061548774995
"494",3113,3311,0.996061548774995,1
"495",3114,2141,0,0.00897702054549359
"496",3114,3114,0.00897702054549359,1
"497",3115,3115,0,1
"498",3119,2119,0,0.0393132845718432
"499",3119,2142,0.0393132845718432,0.0477851933654498
"500",3119,2426,0.0477851933654498,0.0681860618961498
"501",3119,2434,0.0681860618961498,0.0736330511142054
"502",3119,3111,0.0736330511142054,0.0853112679587928
"503",3119,3113,0.0853112679587928,0.118318635531868
"504",3119,3114,0.118318635531868,0.125739558159014
"505",3119,3115,0.125739558159014,0.211867074257241
"506",3119,3116,0.211867074257241,0.351008039777426
"507",3119,3119,0.351008039777426,0.928111479223017
"508",3119,3131,0.928111479223017,0.938466627187999
"509",3119,3217,0.938466627187999,0.946357025869198
"510",3119,3417,0.946357025869198,0.949782067081726
"511",3119,5111,0.949782067081726,0.95275897206084
"512",3119,5119,0.95275897206084,0.955783891636391
"513",3119,5223,0.955783891636391,0.9627726828956
"514",3119,5237,0.9627726828956,0.965536189668326
"515",3119,5422,0.965536189668326,0.968406395544245
"516",3119,6132,0.968406395544245,0.971655383236504
"517",3119,6141,0.971655383236504,0.983920445148659
"518",3119,8126,0.983920445148659,0.994184898875925
"519",3119,8132,0.994184898875925,0.996975080424449
"520",3119,9239,0.996975080424449,1
"521",3121,2435,0,0.146969145639108
"522",3121,3121,0.146969145639108,1
"523",3122,3122,0,1
"524",3123,3565,0,1
"525",3131,2134,0,0.0104562737642586
"526",3131,2135,0.0104562737642586,0.0287193149222867
"527",3131,2136,0.0287193149222867,0.0326529250883864
"528",3131,2137,0.0326529250883864,0.106382579547729
"529",3131,2139,0.106382579547729,0.109807551197385
"530",3131,2472,0.109807551197385,0.110964495363885
"531",3131,3131,0.110964495363885,0.965675238476419
"532",3131,3539,0.965675238476419,0.966648739243546
"533",3131,4217,0.966648739243546,1
"534",3132,2139,0,0.00810600335288544
"535",3132,3131,0.00810600335288544,0.0154831185670826
"536",3132,3132,0.0154831185670826,1
"537",3211,2219,0,0.00633978939743748
"538",3211,2231,0.00633978939743748,0.994962961908317
"539",3211,2311,0.994962961908317,0.997896821918613
"540",3211,3311,0.997896821918613,0.999415363655819
"541",3211,4159,0.999415363655819,1
"542",3212,2232,0,0.980695171324183
"543",3212,2311,0.980695171324183,1
"544",3213,3213,0,1
"545",3214,2217,0,0.987888452265695
"546",3214,6143,0.987888452265695,1
"547",3215,2218,0,1
"548",3216,3216,0,1
"549",3217,3216,0,0.00865863337903168
"550",3217,3217,0.00865863337903168,0.631985879767105
"551",3217,7114,0.631985879767105,1
"552",3218,2219,0,0.274885341219518
"553",3218,3218,0.274885341219518,0.984742237036666
"554",3218,6143,0.984742237036666,1
"555",3221,2221,0,1
"556",3222,2219,0,0.0133750068200064
"557",3222,2222,0.0133750068200064,1
"558",3223,2223,0,1
"559",3229,2229,0,0.446351587465448
"560",3229,3219,0.446351587465448,0.973606441692269
"561",3229,3235,0.973606441692269,0.994878447880041
"562",3229,6145,0.994878447880041,0.998163390455177
"563",3229,6222,0.998163390455177,1
"564",3231,2449,0,0.0878947610465205
"565",3231,3231,0.0878947610465205,0.648707835764513
"566",3231,3233,0.648707835764513,0.720254819473674
"567",3231,3234,0.720254819473674,0.724266758935434
"568",3231,3235,0.724266758935434,0.731550443787954
"569",3231,3239,0.731550443787954,0.93260292091968
"570",3231,3315,0.93260292091968,0.990760713652201
"571",3231,3564,0.990760713652201,0.998035638811572
"572",3231,4159,0.998035638811572,0.999047383370161
"573",3231,6145,0.999047383370161,1
"574",3232,2219,0,0.0602249063982083
"575",3232,2229,0.0602249063982083,0.0623269333340323
"576",3232,2424,0.0623269333340323,0.0657027571411909
"577",3232,2449,0.0657027571411909,0.0990337752744495
"578",3232,3219,0.0990337752744495,0.102697907015449
"579",3232,3231,0.102697907015449,0.147472129140987
"580",3232,3233,0.147472129140987,0.223497620804301
"581",3232,3234,0.223497620804301,0.449321362438456
"582",3232,3235,0.449321362438456,0.584252096457351
"583",3232,3239,0.584252096457351,0.983569068752269
"584",3232,6126,0.983569068752269,0.986166461138056
"585",3232,6144,0.986166461138056,0.987020901014713
"586",3232,6145,0.987020901014713,1
"587",3311,3113,0,0.0339811700830833
"588",3311,3311,0.0339811700830833,1
"589",3312,1172,0,0.00909108568542513
"590",3312,3312,0.00909108568542513,0.978984495758326
"591",3312,3315,0.978984495758326,1
"592",3313,3313,0,1
"593",3314,3314,0,1
"594",3319,3315,0,0.0433421296021315
"595",3319,3319,0.0433421296021315,1
"596",3411,3411,0,1
"597",3412,3412,0,1
"598",3413,3413,0,1
"599",3414,3414,0,1
"600",3415,3415,0,1
"601",3416,2473,0,0.0175303314930724
"602",3416,3416,0.0175303314930724,1
"603",3421,2137,0,0.263459354892973
"604",3421,3421,0.263459354892973,1
"605",3422,3422,0,1
"606",3431,2137,0,0.0256061145891654
"607",3431,2471,0.0256061145891654,0.979288610644543
"608",3431,3416,0.979288610644543,1
"609",3432,2424,0,0.0039315227971067
"610",3432,2471,0.0039315227971067,0.0817158743185042
"611",3432,3413,0.0817158743185042,0.200965704143367
"612",3432,3416,0.200965704143367,0.961632663447653
"613",3432,3417,0.961632663447653,1
